"","h1","h2","h3","h4","h5","h6","h7","h8"
"t_cond=412",1.13873793090208,0.969084625835556,0.90774199600729,1.28548450931946,0.806497171057662,2.63826488822971,2.71030248289251,1.42964109436707
"t_cond=413",0.975230845781056,0.902723577680972,1.23399337809156,0.823746696398651,2.69270783429412,2.71839154631535,1.40655777577725,3.93601295459099
"t_cond=414",0.614571498457949,1.25989546443248,0.553408144153054,3.17506722936586,3.15904055451426,1.43451799363236,4.4285206092428,2.33966065794467
"t_cond=415",1.37570276139169,0.385836466863753,3.93313967127297,3.6533829241479,1.55413432686079,5.10492477684395,2.59202296828303,4.61302786753475
"t_cond=416",0.630040151125301,3.26979516570501,3.19326136679397,1.35862282476736,4.58590256145901,2.29665577565312,4.14339513839573,4.15743882963629
"t_cond=417",4.37028501232351,3.9603118633959,1.46440662111808,5.45995428284885,2.5291986807914,4.87660896022457,4.64908526139789,4.39065918624387
"t_cond=418",2.15417814289477,1.23552146940094,3.45852983476145,1.78503009977979,3.32758566911587,3.36667527975363,3.19464913234964,4.7286157840134
"t_cond=419",1.40414298727605,2.93243204431097,1.65831172125841,2.93978572059912,2.97206301154325,2.96661952677087,4.16977128308531,6.14959537640981
"t_cond=420",3.38551966588608,1.62221348378443,3.23175470445062,3.19190015106042,3.1748034500058,4.51026214777563,6.92833435140389,6.70784545228779
"t_cond=421",1.68363341544709,2.47265058677653,2.50331751279704,2.58296140329676,3.68645235934073,5.39782741747041,5.57480243203667,6.33238023546345
"t_cond=422",2.55599936519195,2.57844063364748,2.62988666895982,3.93910372202886,6.18436831957607,6.1904953499312,6.88182401330265,8.93877912033376
"t_cond=423",2.24595154945066,2.31884295607661,3.48451108505047,5.35634664381201,5.47771811605822,6.22252426015636,8.16421152368426,6.65531265812947
"t_cond=424",2.18683468722487,3.26111583834925,5.18783260941313,5.34706167197923,5.93342938165873,8.12672300828445,6.33435977052314,8.45212920079471
"t_cond=425",3.10906544146066,5.28626836903391,5.35568636987351,6.05799391812261,8.25321914153674,6.48543756593854,8.22342453547804,6.70748441819451
"t_cond=426",4.42989718489037,4.56115409842534,5.26844086679725,7.41413252682339,5.65545620557346,7.83393185829629,5.94907406469308,6.09438441317915
"t_cond=427",3.53463793781054,4.14489714660386,5.94906866946133,4.72792095100344,6.35412011806712,5.11786251725628,5.20599766992317,4.49101439743677
"t_cond=428",3.76372131904902,5.37566860261838,4.38906964038414,5.87475914420162,4.759930456543,4.96651834348182,4.3542693748526,3.9062769564687
"t_cond=429",4.90879099734803,4.07535266428831,5.4734657627459,4.50112419874957,4.70256103073742,4.27617717041271,4.14955284082964,4.21971818087943
"t_cond=430",3.90634037986531,4.76557354081679,4.31102356352893,4.50705317674465,4.40174814309862,4.75670262110901,4.93732473302468,5.10438460821046
"t_cond=431",4.76187233538365,4.2058286420265,4.43610634792181,4.32039885009687,4.77793948672606,4.81953308805796,5.15183677308776,5.46168719136313
"t_cond=432",4.28493779033105,4.44737398409268,4.65341049004461,5.55263263975413,5.56002327996416,5.93903890747408,6.26817240010005,5.57015538051282
"t_cond=433",4.28346322108547,4.46368229083977,5.31223852410139,5.35515610769615,5.70601266306883,6.35436242536984,5.48443073954727,7.25740827167524
"t_cond=434",4.38669174469834,5.33990582792992,5.43633951494014,5.69978912805704,6.20074464062822,5.54422534184006,7.29245776413806,9.90011186444129
"t_cond=435",4.94040797533071,4.96926385018141,5.32573901860434,5.76849803790827,5.07642370269809,6.7344835986487,9.43900813089879,8.36735629171424
"t_cond=436",4.12782284850383,4.38705616089612,4.78468589512788,4.30194824058041,5.61294304075231,8.30008114047942,6.75685822362185,4.44081054420685
"t_cond=437",3.79113715099952,4.18612660076316,3.81414221706021,4.93872914633267,7.30150055205218,6.16816558188565,3.88674178876141,3.82106006759875
"t_cond=438",3.60549763022857,3.39062851513863,4.3103697694143,6.49609151315652,5.3466326842165,3.51107805528238,3.52216967871298,4.27126684643944
"t_cond=439",3.11320401740915,3.65394532575399,5.75778326742244,4.52571573391088,3.18045116351058,3.2592555698535,4.51240246797599,4.89180339431364
"t_cond=440",3.78367789723164,6.04601760584069,4.72407116385212,3.12750586205473,3.17776729222267,4.48729060991336,4.97462357645345,4.63948792212665
"t_cond=441",4.9758814227017,3.74101853530199,2.92560628121338,3.11328699541048,5.18599811517008,5.83996657810566,5.39684115214544,4.42244779247306
"t_cond=442",2.48112849170936,3.42238271939543,3.7069579601159,7.24065905964927,7.85970759140104,7.10017783655528,5.45841756986318,5.57475238175163
"t_cond=443",4.86299213010772,5.02684899866129,9.81530715619031,10.1552023484944,8.95194139957919,6.83492114254819,6.91591219725356,4.8356821675669
"t_cond=444",3.21797661030517,7.44231509243867,8.01419895980462,6.76670780109488,5.05513717589992,5.29879800665623,3.83025259889714,3.34433928050015
"t_cond=445",6.76216534781577,7.42927973975638,6.19330591291058,4.64552120713463,4.80843241345265,3.5530397142954,3.15241176948176,3.46380730279747
"t_cond=446",4.61346487041092,4.23856044117193,3.61892863975158,3.76645108888118,3.23965568709661,3.13209590208287,3.23604692002385,3.13080278796229
"t_cond=447",3.79047322253094,3.55188432027965,3.63639373545072,3.48774696664311,3.45763120217501,3.39957261658957,3.3100341897106,3.26066220917561
"t_cond=448",3.5701598478623,3.59376462882579,3.5706494566753,3.5707761373798,3.43733893049505,3.40137470939018,3.44506251194472,3.36165995925522
"t_cond=449",3.46399748239275,3.41277805205693,3.4356144428963,3.32836801481422,3.25637765229135,3.26092090391746,3.27083684508225,3.16619435371233
"t_cond=450",3.37488488093048,3.38675837870939,3.25280365035801,3.17568573946713,3.21667022375067,3.18710017961547,3.13195780294062,2.91194605136546
"t_cond=451",3.10862440555578,3.03985173541728,2.97755815463885,2.96330046535571,3.11211837805491,2.80649642811025,2.75761302043734,2.71843959804724
"t_cond=452",2.86912312621197,2.80052897293333,2.72506806912687,3.098679438868,2.59767625180841,2.56214405265569,2.5614704735308,2.43151487396173
"t_cond=453",2.73063206879954,2.68444202158548,3.03505855334064,2.55920025329603,2.49855176601283,2.51602718337478,2.40012136115345,2.39772473541316
"t_cond=454",2.60705520066195,3.00795868521914,2.5247603400297,2.43744033586117,2.45936986924891,2.34982738427219,2.355334930884,2.10506458430776
"t_cond=455",3.14797751426186,2.25634430646899,2.3392212176411,2.38513535694916,2.26560829249298,2.29579439467474,1.86753990405328,1.93952162803092
"t_cond=456",2.63564319772064,2.38404938346839,2.3807160103853,2.29443420728533,2.31006069452156,2.17378543327245,2.38981597705286,2.02597603904371
"t_cond=457",2.20006770652668,2.2660957179375,2.15670064670624,2.2121846309485,1.86497219950256,1.98352748563171,1.8677464497795,2.19670578839056
"t_cond=458",2.19090161065842,2.09863879078909,2.14660950157494,1.88773450052579,2.04071466389903,1.85650368567114,2.13603578993765,2.14927632637145
"t_cond=459",2.0393614796548,2.08979256154275,1.94801168415914,2.19940760665866,1.81562076456224,2.06829875237895,2.13049499262058,2.80598278537466
"t_cond=460",2.01837443010296,1.91040513192959,2.22182299083657,1.80460509574584,2.06294015482537,2.08280253227463,2.83012361160109,1.90088281581792
"t_cond=461",1.99478813374237,2.33840661637071,1.77899140576328,1.98326187972759,2.06419724573041,2.7289009511596,1.8627694807471,NA
"t_cond=462",1.87375289186623,1.60854477010618,2.03556092919348,2.15430919607749,3.07860144443202,1.81669703289608,NA,NA
"t_cond=463",1.6390147165533,2.45290514264281,2.48665903141965,3.76797570130541,1.94410722754542,NA,NA,NA
"t_cond=464",2.11095598608842,2.23762398243194,3.46598370211291,1.81387112920276,NA,NA,NA,NA
"t_cond=465",1.88354139250238,2.94402488298761,1.69410486642356,NA,NA,NA,NA,NA
"t_cond=466",2.66262760477012,1.63084765370605,NA,NA,NA,NA,NA,NA
"t_cond=467",1.79442417205494,NA,NA,NA,NA,NA,NA,NA
