"","index","Cases","week","year","mm","temperature","avg_hum","Cases01","Cases02","Cases03","Cases04","Cases05","Cases06","Cases07","Cases08","Cases09","Cases10","Cases11","Cases12","Cases13","Cases14","Cases15","Cases16","Cases17","Cases18","Cases19","Cases20","temperature01","temperature02","temperature03","temperature04","temperature05","temperature06","temperature07","temperature08","temperature09","temperature10","temperature11","temperature12","temperature13","temperature14","temperature15","temperature16","temperature17","temperature18","temperature19","temperature20","avg_hum01","avg_hum02","avg_hum03","avg_hum04","avg_hum05","avg_hum06","avg_hum07","avg_hum08","avg_hum09","avg_hum10","avg_hum11","avg_hum12","avg_hum13","avg_hum14","avg_hum15","avg_hum16","avg_hum17","avg_hum18","avg_hum19","avg_hum20","mm01","mm02","mm03","mm04","mm05","mm06","mm07","mm08","mm09","mm10","mm11","mm12","mm13","mm14","mm15","mm16","mm17","mm18","mm19","mm20","mm21","mm22","mm23","mm24"
"68","2013-16",230,"16",2013,20.1,28.1357142857143,34.4285714285714,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,0,0,5,7,0,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,20.5785714285714,22.3571428571429,25.0857142857143,25.2214285714286,25.5285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,26,24.8571428571429,30.7142857142857,35.1428571428571,36.1428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"69","2013-17",80,"17",2013,9.9,27.7714285714286,58.0408163265306,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,0,0,5,7,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,20.5785714285714,22.3571428571429,25.0857142857143,25.2214285714286,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,26,24.8571428571429,30.7142857142857,35.1428571428571,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"70","2013-18",125,"18",2013,20.6,29.1714285714286,62.0612244897959,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,0,0,5,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,20.5785714285714,22.3571428571429,25.0857142857143,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,26,24.8571428571429,30.7142857142857,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"71","2013-19",120,"19",2013,8.3,30.6214285714286,54.7142857142857,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,0,0,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,20.5785714285714,22.3571428571429,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,26,24.8571428571429,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"72","2013-20",196,"20",2013,12.4,29.7428571428571,54.4285714285714,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,0,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,20.5785714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,26,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"73","2013-21",122,"21",2013,12.2,29.8928571428571,49.734693877551,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,3,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,22.375,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,30,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"74","2013-22",149,"22",2013,8.4,28.2071428571429,48.2448979591837,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,6,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,21.9,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,22.8571428571429,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"75","2013-23",185,"23",2013,16.2,27.65,58.8571428571429,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,0,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,24.7285714285714,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,27.8571428571429,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"76","2013-24",24,"24",2013,80.8,27.8142857142857,63.8136054421769,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,12,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,27.8642857142857,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,35.8571428571429,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"77","2013-25",168,"25",2013,102.1,28.2928571428571,74.6761904761905,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,4,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,23.6142857142857,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,23,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"78","2013-26",162,"26",2013,90.8,26.4928571428571,86.0761904761903,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,9,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,24.7714285714286,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,21.2857142857143,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"79","2013-27",134,"27",2013,197.9,26.2857142857143,74.9414965986394,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,0,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,27.15,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,21.7142857142857,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0
"80","2013-28",90,"28",2013,71.2,26,75.4285714285714,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,0,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,28.1214285714286,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,24.4285714285714,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0,0
"81","2013-29",114,"29",2013,26.5,26.1928571428571,81.2571428571429,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,37,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,28.9642857142857,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,NA,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0,0
"82","2013-30",89,"30",2013,166.2,25.3,85.5836734693879,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,149,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,26.8785714285714,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,25.5714285714286,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0,0
"83","2013-31",105,"31",2013,282,25.4928571428571,81,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,135,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,27.1642857142857,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,19.8571428571429,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0,0
"84","2013-32",68,"32",2013,74.4,24.9857142857143,81.8571428571429,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,142,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,26.9428571428571,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,20.7142857142857,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0,0
"85","2013-33",68,"33",2013,228.2,24.7678571428571,76.0272108843537,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,86,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,28.1714285714286,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,28.5714285714286,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0,0
"86","2013-34",66,"34",2013,233,24.7357142857143,79.0843537414965,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,17,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,29.1,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,32.8571428571429,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0,0
"87","2013-35",42,"35",2013,73.8,24.9535714285714,78.3115646258501,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,133,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,29.0714285714286,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,31.5714285714286,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0,0
"88","2013-36",27,"36",2013,84.8,24.5892857142857,78,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,230,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,28.1357142857143,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,34.4285714285714,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0,0
"89","2013-37",104,"37",2013,18.5,24.5571428571429,76.2666666666667,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,80,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,27.7714285714286,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,58.0408163265306,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0,0
"90","2013-38",82,"38",2013,6,25.3785714285714,70.6666666666667,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,125,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,29.1714285714286,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,62.0612244897959,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2,0
"91","2013-39",70,"39",2013,20.5,25.1285714285714,65.0666666666666,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,120,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,30.6214285714286,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,54.7142857142857,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1,2
"92","2013-40",88,"40",2013,42.8,26.6,65.1333333333333,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,196,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,29.7428571428571,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,54.4285714285714,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9,20.1
"93","2013-41",43,"41",2013,15.6,25.8428571428571,65.4285714285714,88,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,122,26.6,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,29.8928571428571,65.1333333333333,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,49.734693877551,42.8,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6,9.9
"94","2013-42",26,"42",2013,56.3,25.6642857142857,66.2857142857143,43,88,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,149,25.8428571428571,26.6,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,28.2071428571429,65.4285714285714,65.1333333333333,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,48.2448979591837,15.6,42.8,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3,20.6
"95","2013-43",32,"43",2013,0,25.9571428571429,51.1428571428571,26,43,88,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,185,25.6642857142857,25.8428571428571,26.6,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,27.65,66.2857142857143,65.4285714285714,65.1333333333333,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,58.8571428571429,56.3,15.6,42.8,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4,8.3
"96","2013-44",10,"44",2013,0,27.0214285714286,40.6190476190476,32,26,43,88,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,24,25.9571428571429,25.6642857142857,25.8428571428571,26.6,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,27.8142857142857,51.1428571428571,66.2857142857143,65.4285714285714,65.1333333333333,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,63.8136054421769,0,56.3,15.6,42.8,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2,12.4
"97","2013-45",0,"45",2013,0,25.7857142857143,37.4285714285714,10,32,26,43,88,70,82,104,27,42,66,68,68,105,89,114,90,134,162,168,27.0214285714286,25.9571428571429,25.6642857142857,25.8428571428571,26.6,25.1285714285714,25.3785714285714,24.5571428571429,24.5892857142857,24.9535714285714,24.7357142857143,24.7678571428571,24.9857142857143,25.4928571428571,25.3,26.1928571428571,26,26.2857142857143,26.4928571428571,28.2928571428571,40.6190476190476,51.1428571428571,66.2857142857143,65.4285714285714,65.1333333333333,65.0666666666666,70.6666666666667,76.2666666666667,78,78.3115646258501,79.0843537414965,76.0272108843537,81.8571428571429,81,85.5836734693879,81.2571428571429,75.4285714285714,74.9414965986394,86.0761904761903,74.6761904761905,0,0,56.3,15.6,42.8,20.5,6,18.5,84.8,73.8,233,228.2,74.4,282,166.2,26.5,71.2,197.9,90.8,102.1,80.8,16.2,8.4,12.2
