"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"4346","noroBE",7,2,"naive",294,3.58185861574058,6.86518578229237,2,5,0,10,3,1.81683878151945,1.87944286870419
"4347","noroBE",7,3,"naive",294,3.76123230809647,7.38164098829681,2,5,0,10,1,1.98415455465204,1.94774768310363
"4348","noroBE",7,4,"naive",294,4.16014579085814,8.58923454111977,2,6,0,11,1,2.13221297763208,2.44072109207303
"4349","noroBE",8,1,"naive",294,1.65561685494994,2.35709954660824,0,2,0,5,2,1.54381939916248,2.43845288013855
"4350","noroBE",8,2,"naive",294,2.3368359785124,3.73434217641048,1,3,0,7,1,1.4517253459168,1.87944286870419
"4351","noroBE",8,3,"naive",294,2.4538609487482,3.99484157993446,1,4,0,7,5,2.72438385346365,1.94774768310363
"4352","noroBE",8,4,"naive",294,2.71411560389695,4.59930055975128,1,4,0,8,0,2.06098202155519,2.44072109207303
"4353","noroBE",9,1,"naive",294,1.24326718022254,1.63883979693644,0,2,0,4,2,1.66172801001434,2.43845288013855
"4354","noroBE",9,2,"naive",294,1.75482115258819,2.54288790056394,1,3,0,6,0,1.4494349474435,1.87944286870419
"4355","noroBE",9,3,"naive",294,1.84269976068867,2.71167307654163,1,3,0,6,0,1.50961330432373,1.94774768310363
"4356","noroBE",9,4,"naive",294,2.03813511777577,3.10120845492978,1,3,0,6,2,1.52093797688442,2.44072109207303
"4357","noroBE",10,1,"naive",294,2.7796457782985,4.75696228837385,1,4,0,8,0,2.09946225674478,2.43845288013855
"4358","noroBE",10,2,"naive",294,3.92335717217885,7.86260201869678,2,5,0,11,2,1.83812610740466,1.87944286870419
"4359","noroBE",10,3,"naive",294,4.1198325604904,8.46349845557871,2,6,0,11,5,2.20560582027844,1.94774768310363
"4360","noroBE",10,4,"naive",294,4.55677891755598,9.87067672584601,2,6,0,12,3,1.93991911530742,2.44072109207303
"4361","noroBE",11,1,"naive",294,2.01767026806773,3.05950221444175,1,3,0,6,5,3.07025506981146,2.43845288013855
"4362","noroBE",11,2,"naive",294,2.84785967302682,4.92341566256095,1,4,0,8,2,1.60613614632198,1.87944286870419
"4363","noroBE",11,3,"naive",294,2.99047588423555,5.27911802666416,1,4,0,9,1,1.69364889648908,1.94774768310363
"4364","noroBE",11,4,"naive",294,3.30764351770696,6.10749294405523,1,5,0,9,7,3.1707024076925,2.44072109207303
"4365","noroBE",12,1,"naive",294,1.53515274701625,2.1382682189742,0,2,0,5,0,1.29482522601194,2.43845288013855
"4366","noroBE",12,2,"naive",294,2.16680578058515,3.36834306743815,1,3,0,7,2,1.52498191722644,1.87944286870419
"4367","noroBE",12,3,"naive",294,2.27531591322233,3.60020856090674,1,3,0,7,1,1.42981511887117,1.94774768310363
"4368","noroBE",12,4,"naive",294,2.5166342155704,4.13746424872529,1,4,0,7,5,2.68555268738684,2.44072109207303
"4369","noroBE",1,1,"naive",295,2.0094537429642,3.04428699612993,1,3,0,6,3,1.92332364889791,1.87816176649804
"4370","noroBE",1,2,"naive",295,2.11002700583848,3.25103943897046,1,3,0,6,3,1.89324819438712,1.94737426991039
"4371","noroBE",1,3,"naive",295,2.33393086133642,3.72994662572941,1,3,0,7,2,1.53697151460115,2.43875342605319
"4372","noroBE",1,4,"naive",295,2.71418350623364,4.60214339541925,1,4,0,8,2,1.58444119792184,2.54982192455242
"4373","noroBE",2,1,"naive",295,1.35270655944287,1.82165116152232,0,2,0,5,3,2.29775754882012,1.87816176649804
"4374","noroBE",2,2,"naive",295,1.42040959210583,1.93747030675324,0,2,0,5,2,1.5953017027364,1.94737426991039
"4375","noroBE",2,3,"naive",295,1.57113523835525,2.20375315542277,0,2,0,5,4,2.83232142674651,2.43875342605319
"4376","noroBE",2,4,"naive",295,1.82711040016177,2.68265751006346,1,3,0,6,4,2.58976235079752,2.54982192455242
"4377","noroBE",3,1,"naive",295,2.06168706722296,3.15101801604497,1,3,0,6,3,1.90705646612923,1.87816176649804
"4378","noroBE",3,2,"naive",295,2.16487461065476,3.36597648151077,1,3,0,7,4,2.3639084315218,1.94737426991039
"4379","noroBE",3,3,"naive",295,2.39459857658219,3.86413308617062,1,3,0,7,2,1.5427895947071,2.43875342605319
"4380","noroBE",3,4,"naive",295,2.78473542994687,4.77212144709786,1,4,0,8,6,3.02522143536502,2.54982192455242
"4381","noroBE",4,1,"naive",295,1.76951500181946,2.57197399212079,1,3,0,6,6,4.11534682813976,1.87816176649804
"4382","noroBE",4,2,"naive",295,1.85807931839608,2.74287470181784,1,3,0,6,3,1.97924075661046,1.94737426991039
"4383","noroBE",4,3,"naive",295,2.05524794328036,3.13778505475462,1,3,0,6,8,5.17599869729119,2.43875342605319
"4384","noroBE",4,4,"naive",295,2.39009653682629,3.85411055238931,1,3,0,7,4,2.25605712280008,2.54982192455242
"4385","noroBE",5,1,"naive",295,1.92242662478566,2.86956600575787,1,3,0,6,1,1.31001255430931,1.87816176649804
"4386","noroBE",5,2,"naive",295,2.01864417593261,3.06296489745191,1,3,0,6,2,1.52101603585588,1.94737426991039
"4387","noroBE",5,3,"naive",295,2.23285101433758,3.51056556677365,1,3,0,7,4,2.32828700877776,2.43875342605319
"4388","noroBE",5,4,"naive",295,2.59663535685111,4.32460568953352,1,4,0,8,3,1.80788536828205,2.54982192455242
"4389","noroBE",6,1,"naive",295,1.89690488767713,2.81906314688974,1,3,0,6,1,1.30185026321918,1.87816176649804
"4390","noroBE",6,2,"naive",295,1.99184507457312,3.00862148358209,1,3,0,6,4,2.4684683075271,1.94737426991039
"4391","noroBE",6,3,"naive",295,2.20320814742359,3.44722254606007,1,3,0,7,4,2.34347174099226,2.43875342605319
"4392","noroBE",6,4,"naive",295,2.56216296446441,4.24455749474125,1,4,0,8,6,3.18982261757715,2.54982192455242
"4393","noroBE",7,1,"naive",295,3.57733263199597,6.85702415610222,2,5,0,10,3,1.81676801874497,1.87816176649804
"4394","noroBE",7,2,"naive",295,3.75637831366254,7.37258294797909,2,5,0,10,1,1.98201645300049,1.94737426991039
"4395","noroBE",7,3,"naive",295,4.15498344279626,8.57936877830029,2,6,0,11,1,2.12988544681677,2.43875342605319
"4396","noroBE",7,4,"naive",295,4.83192870702862,10.8154299401717,2,7,0,13,11,3.89848388004631,2.54982192455242
"4397","noroBE",8,1,"naive",295,2.33372756666573,3.72950014458765,1,3,0,7,1,1.45062033062754,1.87816176649804
"4398","noroBE",8,2,"naive",295,2.45053075104408,3.98951672811969,1,4,0,7,5,2.72657868061059,1.94737426991039
"4399","noroBE",8,3,"naive",295,2.71056689354691,4.59349877298313,1,4,0,8,0,2.05823567765849,2.43875342605319
"4400","noroBE",8,4,"naive",295,3.15218247330401,5.69864359008816,1,4,0,9,4,2.05241920342564,2.54982192455242
"4401","noroBE",9,1,"naive",295,1.75433792512412,2.54309061482957,1,3,0,6,0,1.44876266879275,1.87816176649804
"4402","noroBE",9,2,"naive",295,1.84214262823391,2.71182537457688,1,3,0,6,0,1.50886896394244,1.94737426991039
"4403","noroBE",9,3,"naive",295,2.03762014378105,3.10166711527882,1,3,0,6,2,1.52118910956037,2.43875342605319
"4404","noroBE",9,4,"naive",295,2.36959675105935,3.80860485801344,1,3,0,7,3,1.83693193014886,2.54982192455242
"4405","noroBE",10,1,"naive",295,3.90850334358578,7.82353542165452,2,5,0,11,2,1.83455519637977,1.87816176649804
"4406","noroBE",10,2,"naive",295,4.10412413634889,8.42085851217352,2,6,0,11,5,2.20764967660003,1.94737426991039
"4407","noroBE",10,3,"naive",295,4.5396300398411,9.82110556487712,2,6,0,12,3,1.93744543637676,2.43875342605319
"4408","noroBE",10,4,"naive",295,5.27924334977266,12.421866091801,3,7,0,14,1,2.5307262634677,2.54982192455242
"4409","noroBE",11,1,"naive",295,2.8515811251367,4.93552401026575,1,4,0,8,2,1.60698719905367,1.87816176649804
"4410","noroBE",11,2,"naive",295,2.99430290667055,5.29206898115168,1,4,0,9,1,1.69495864612091,1.94737426991039
"4411","noroBE",11,3,"naive",295,3.31204100361296,6.12333172203061,1,5,0,9,7,3.16798527074949,2.43875342605319
"4412","noroBE",11,4,"naive",295,3.85165096914156,7.65361671235803,2,5,0,11,3,1.84372649233632,2.54982192455242
"4413","noroBE",12,1,"naive",295,2.15987087717887,3.35542688585988,1,3,0,7,2,1.52490047486223,1.87816176649804
"4414","noroBE",12,2,"naive",295,2.26797252533355,3.58619869002001,1,3,0,7,1,1.42723539001146,1.94737426991039
"4415","noroBE",12,3,"naive",295,2.50863664535687,4.12147139938865,1,4,0,7,5,2.69046018836046,2.43875342605319
"4416","noroBE",12,4,"naive",295,2.91735300250587,5.09853705583963,1,4,0,8,8,3.98238523246057,2.54982192455242
"4417","noroBE",1,1,"naive",296,2.11215515336519,3.25449434848555,1,3,0,6,3,1.8925019344003,1.94671204560968
"4418","noroBE",1,2,"naive",296,2.33652894004931,3.73446005989411,1,3,0,7,2,1.53705503865347,2.4367266129901
"4419","noroBE",1,3,"naive",296,2.71690575716356,4.60703974721913,1,4,0,8,2,1.58473040857807,2.54931442367678
"4420","noroBE",1,4,"naive",296,2.7683683731144,4.73078494208932,1,4,0,8,2,1.59291547520616,2.23851895761992
"4421","noroBE",2,1,"naive",296,1.42397546025344,1.94319192286084,0,2,0,5,2,1.59410330494476,1.94671204560968
"4422","noroBE",2,2,"naive",296,1.57524406646984,2.21063227175516,0,2,0,5,4,2.8278283728416,2.4367266129901
"4423","noroBE",2,3,"naive",296,1.83168699508568,2.69079144353914,1,3,0,6,4,2.58602694633621,2.54931442367678
"4424","noroBE",2,4,"naive",296,1.86638212726746,2.75834048206937,1,3,0,6,3,1.97566593605757,2.23851895761992
"4425","noroBE",3,1,"naive",296,2.16687856667688,3.36917785938018,1,3,0,7,4,2.36271436408504,1.94671204560968
"4426","noroBE",3,2,"naive",296,2.39706560976191,3.86837255941117,1,3,0,7,2,1.54289421372732,2.4367266129901
"4427","noroBE",3,3,"naive",296,2.78729753517347,4.77664252925715,1,4,0,8,6,3.02351642204336,2.54931442367678
"4428","noroBE",3,4,"naive",296,2.84009348594031,4.90551509008931,1,4,0,8,6,2.9887629640396,2.23851895761992
"4429","noroBE",4,1,"naive",296,1.86812676812476,2.76175345685143,1,3,0,6,3,1.97494992113036,1.94671204560968
"4430","noroBE",4,2,"naive",296,2.06657747204312,3.16014807089073,1,3,0,6,8,5.15534333374953,2.4367266129901
"4431","noroBE",4,3,"naive",296,2.40300735641647,3.88161737522538,1,3,0,7,4,2.2505675799093,2.54931442367678
"4432","noroBE",4,4,"naive",296,2.44852422588618,3.98367930760481,1,4,0,7,3,1.82476790447142,2.23851895761992
"4433","noroBE",5,1,"naive",296,2.01605665039983,3.05681261092659,1,3,0,6,2,1.5208465486019,1.94671204560968
"4434","noroBE",5,2,"naive",296,2.23022191382719,3.50384112570324,1,3,0,7,4,2.32949948233353,2.4367266129901
"4435","noroBE",5,3,"naive",296,2.59329240634253,4.31534503724895,1,4,0,8,3,1.80800715736602,2.54931442367678
"4436","noroBE",5,4,"naive",296,2.64241358428694,4.43032102011813,1,4,0,8,5,2.61446948733678,2.23851895761992
"4437","noroBE",6,1,"naive",296,1.98937748101574,3.00277033871299,1,3,0,6,4,2.47004673422914,1.94671204560968
"4438","noroBE",6,2,"naive",296,2.20070862202991,3.44084239180235,1,3,0,7,4,2.34466815626815,2.4367266129901
"4439","noroBE",6,3,"naive",296,2.55897447814464,4.23575165063,1,4,0,8,6,3.19248655280864,2.54931442367678
"4440","noroBE",6,4,"naive",296,2.60744561868735,4.34834617022308,1,4,0,8,4,2.17609679264465,2.23851895761992
"4441","noroBE",7,1,"naive",296,3.7541554901991,7.36299822241467,2,5,0,10,1,1.9813787075217,1.94671204560968
"4442","noroBE",7,2,"naive",296,4.15295861874526,8.56925947188925,2,6,0,11,1,2.12939770764051,2.4367266129901
"4443","noroBE",7,3,"naive",296,4.82904234017016,10.800295311322,2,7,0,13,11,3.90037291394988,2.54931442367678
"4444","noroBE",7,4,"naive",296,4.92051225984157,11.1201181236484,2,7,0,13,8,2.86562769663489,2.23851895761992
"4445","noroBE",8,1,"naive",296,2.44669200286878,3.9795504407057,1,4,0,7,5,2.72899567451656,1.94671204560968
"4446","noroBE",8,2,"naive",296,2.70660356696897,4.58243039819586,1,4,0,8,0,2.05628717899621,2.4367266129901
"4447","noroBE",8,3,"naive",296,3.14722693454087,5.68352074961369,1,4,0,9,4,2.05295225492328,2.54931442367678
"4448","noroBE",8,4,"naive",296,3.2068405338037,5.84012739741974,1,5,0,9,1,1.77528803102162,2.23851895761992
"4449","noroBE",9,1,"naive",296,1.83760554885125,2.70227084985372,1,3,0,6,0,1.50600472958725,1.94671204560968
"4450","noroBE",9,2,"naive",296,2.03281399022479,3.09094325488156,1,3,0,6,2,1.52097967585808,2.4367266129901
"4451","noroBE",9,3,"naive",296,2.36374732562388,3.79443733646098,1,3,0,7,3,1.83772452045314,2.54931442367678
"4452","noroBE",9,4,"naive",296,2.40852054622702,3.89392306113078,1,3,0,7,2,1.54408301680255,2.23851895761992
"4453","noroBE",10,1,"naive",296,4.09824803544177,8.39895569744719,2,6,0,11,5,2.20804283853681,1.94671204560968
"4454","noroBE",10,2,"naive",296,4.53360404090272,9.79657068316949,2,6,0,12,3,1.93636659356667,2.4367266129901
"4455","noroBE",10,3,"naive",296,5.27165519258179,12.3876797218744,3,7,0,14,1,2.52855453950913,2.54931442367678
"4456","noroBE",10,4,"naive",296,5.37150891989118,12.7596647411116,3,7,0,14,5,2.17000955839024,2.23851895761992
"4457","noroBE",11,1,"naive",296,2.99154536436037,5.28312328845793,1,4,0,9,1,1.69399922337557,1.94671204560968
"4458","noroBE",11,2,"naive",296,3.3093365836131,6.11364208878119,1,5,0,9,7,3.16965397074164,2.4367266129901
"4459","noroBE",11,3,"naive",296,3.8480822823537,7.63976634931018,2,5,0,10,3,1.84315362381256,2.54931442367678
"4460","noroBE",11,4,"naive",296,3.92097122232589,7.85765702156642,2,5,0,11,8,3.25126367810991,2.23851895761992
"4461","noroBE",12,1,"naive",296,2.26722911391838,3.58346662511614,1,3,0,7,1,1.42696056638679,1.94671204560968
"4462","noroBE",12,2,"naive",296,2.50807637400713,4.11881457319546,1,4,0,7,5,2.69074563150451,2.4367266129901
"4463","noroBE",12,3,"naive",296,2.91638037224657,5.09424949336948,1,4,0,8,8,3.98368016443178,2.54931442367678
"4464","noroBE",12,4,"naive",296,2.97162136198933,5.23277664031157,1,4,0,8,4,2.08327695072369,2.23851895761992
"4465","noroBE",1,1,"naive",297,2.33840518061885,3.73677152791676,1,3,0,7,2,1.53699777054006,2.43671986517781
"4466","noroBE",1,2,"naive",297,2.71880550019921,4.60913588198773,1,4,0,8,2,1.58482394581988,2.54944250168373
"4467","noroBE",1,3,"naive",297,2.77082758733987,4.73418985667432,1,4,0,8,2,1.59311738333584,2.23868422161963
"4468","noroBE",1,4,"naive",297,3.41974090988136,6.41040642119006,2,5,0,10,5,2.32384800278139,2.35051654595234
"4469","noroBE",2,1,"naive",297,1.57635761961967,2.2118215952222,0,2,0,5,4,2.82664388741311,2.43671986517781
"4470","noroBE",2,2,"naive",297,1.83279176852007,2.69182049295608,1,3,0,6,4,2.58507873163338,2.54944250168373
"4471","noroBE",2,3,"naive",297,1.86786071813255,2.76007755074592,1,3,0,6,3,1.97484544568681,2.23868422161963
"4472","noroBE",2,4,"naive",297,2.30530392469878,3.66436136997118,1,3,0,7,2,1.53411916325377,2.35051654595234
"4473","noroBE",3,1,"naive",297,2.4014727849452,3.87628516098897,1,3,0,7,2,1.54312478796948,2.43671986517781
"4474","noroBE",3,2,"naive",297,2.79213263398597,4.78580378265192,1,4,0,8,6,3.0202986915419,2.54944250168373
"4475","noroBE",3,3,"naive",297,2.84555777498368,4.91625332559316,1,4,0,8,6,2.98525982422731,2.23868422161963
"4476","noroBE",3,4,"naive",297,3.51197251644408,6.66613202350612,2,5,0,10,8,3.49374973822192,2.35051654595234
"4477","noroBE",4,1,"naive",297,2.06915318417096,3.16403368708856,1,3,0,6,8,5.15158547072015,2.43671986517781
"4478","noroBE",4,2,"naive",297,2.40575290565766,3.88582705295983,1,3,0,7,4,2.24923023653574,2.54944250168373
"4479","noroBE",4,3,"naive",297,2.45178499117751,3.98904099924159,1,4,0,7,3,1.82403641990008,2.23868422161963
"4480","noroBE",4,4,"naive",297,3.02598020709486,5.36758501287926,1,4,0,9,6,2.8775958930778,2.35051654595234
"4481","noroBE",5,1,"naive",297,2.22980718399629,3.50130627917741,1,3,0,7,4,2.3295380396051,2.43671986517781
"4482","noroBE",5,2,"naive",297,2.59254131254895,4.31137084150743,1,4,0,8,3,1.80778795548179,2.54944250168373
"4483","noroBE",5,3,"naive",297,2.64214743923484,4.42738301344281,1,4,0,8,5,2.61449137666014,2.23868422161963
"4484","noroBE",5,4,"naive",297,3.26092454441171,5.98026093216607,1,5,0,9,3,1.79575592655028,2.35051654595234
"4485","noroBE",6,1,"naive",297,2.20565048176671,3.44974913805917,1,3,0,7,4,2.34192626279327,2.43671986517781
"4486","noroBE",6,2,"naive",297,2.56445491613107,4.24624416433218,1,4,0,8,6,3.18816064167424,2.54944250168373
"4487","noroBE",6,3,"naive",297,2.61352363292802,4.36028789525041,1,4,0,8,4,2.17391004484702,2.23868422161963
"4488","noroBE",6,4,"naive",297,3.2255971924425,5.8863326651095,1,5,0,9,4,2.04160860355443,2.35051654595234
"4489","noroBE",7,1,"naive",297,4.14388377353063,8.53521874777256,2,6,0,11,1,2.12644509147429,2.43671986517781
"4490","noroBE",7,2,"naive",297,4.81799052150566,10.7542560319424,2,7,0,13,11,3.9070757657634,2.54944250168373
"4491","noroBE",7,3,"naive",297,4.91017877209374,11.075788676176,2,7,0,13,8,2.86829254215591,2.23868422161963
"4492","noroBE",7,4,"naive",297,6.06011694790462,15.4518003801083,3,8,0,15,7,2.4568744458108,2.35051654595234
"4493","noroBE",8,1,"naive",297,2.713133315022,4.59558441370972,1,4,0,8,0,2.06073615340091,2.43671986517781
"4494","noroBE",8,2,"naive",297,3.15449257502218,5.69921521580699,1,4,0,9,4,2.0515541517041,2.54944250168373
"4495","noroBE",8,3,"naive",297,3.21485117279989,5.85788779061635,1,5,0,9,1,1.7784842074879,2.23868422161963
"4496","noroBE",8,4,"naive",297,3.96775249569339,7.99372293501999,2,6,0,11,3,1.85678725955898,2.35051654595234
"4497","noroBE",9,1,"naive",297,2.02771067815307,3.0791722650629,1,3,0,6,2,1.52069526103327,2.43671986517781
"4498","noroBE",9,2,"naive",297,2.35756873542174,3.77894860977291,1,3,0,7,3,1.83849274742009,2.54944250168373
"4499","noroBE",9,3,"naive",297,2.40267885682808,3.87897297058615,1,3,0,7,2,1.54324984693651,2.23868422161963
"4500","noroBE",9,4,"naive",297,2.96537367302967,5.21411908263813,1,4,0,8,2,1.62704612263092,2.35051654595234
"4501","noroBE",10,1,"naive",297,4.53560223064329,9.79639694540941,2,6,0,12,3,1.93647528510673,2.43671986517781
"4502","noroBE",10,2,"naive",297,5.27343182165092,12.3850446696653,3,7,0,14,1,2.52983888783315,2.54944250168373
"4503","noroBE",10,3,"naive",297,5.37433456358525,12.7607007112292,3,7,0,14,5,2.16971103476398,2.23868422161963
"4504","noroBE",10,4,"naive",297,6.63297559705851,17.8841597705963,4,9,1,17,9,2.77054251873877,2.35051654595234
"4505","noroBE",11,1,"naive",297,3.30310742938305,6.0932528073913,1,5,0,9,7,3.17348322105861,2.43671986517781
"4506","noroBE",11,2,"naive",297,3.8404407932328,7.61219673390413,2,5,0,10,3,1.84204040099265,2.54944250168373
"4507","noroBE",11,3,"naive",297,3.91392444095583,7.83140012372283,2,5,0,11,8,3.25498710960228,2.23868422161963
"4508","noroBE",11,4,"naive",297,4.83054506533591,10.7977878909879,2,7,0,13,4,2.03099749312695,2.35051654595234
"4509","noroBE",12,1,"naive",297,2.5042471346645,4.10799394583622,1,4,0,7,5,2.6929871510187,2.43671986517781
"4510","noroBE",12,2,"naive",297,2.91162581233339,5.07959225954686,1,4,0,8,8,3.9889278638044,2.54944250168373
"4511","noroBE",12,3,"naive",297,2.96733735614154,5.21906200948746,1,4,0,8,4,2.08382542383179,2.23868422161963
"4512","noroBE",12,4,"naive",297,3.66227223829489,7.09218192277098,2,5,0,10,8,3.39727338412205,2.35051654595234
"4513","noroBE",1,1,"naive",298,2.71502094002036,4.60258380490212,1,4,0,8,2,1.58444154239417,2.54889710545371
"4514","noroBE",1,2,"naive",298,2.76706670160172,4.72769069898673,1,4,0,8,2,1.59270826664291,2.2380673256471
"4515","noroBE",1,3,"naive",298,3.41420490775851,6.39913539787148,2,5,0,10,5,2.32550399138883,2.35025832878975
"4516","noroBE",1,4,"naive",298,3.82993176580683,7.58603163403473,2,5,0,10,6,2.55099632996483,3.47743423104483
"4517","noroBE",2,1,"naive",298,1.83771280592561,2.70250217266521,1,3,0,6,4,2.58118966911869,2.54889710545371
"4518","noroBE",2,2,"naive",298,1.87294095505049,2.77120337409807,1,3,0,6,3,1.97298885929243,2.2380673256471
"4519","noroBE",2,3,"naive",298,2.31096857801576,3.67851834090445,1,3,0,7,2,1.53482729415055,2.35025832878975
"4520","noroBE",2,4,"naive",298,2.59236109309408,4.31322310351459,1,4,0,8,3,1.8081010497741,3.47743423104483
"4521","noroBE",3,1,"naive",298,2.78782844737639,4.77798457617736,1,4,0,8,6,3.02315881012201,2.54889710545371
"4522","noroBE",3,2,"naive",298,2.84126989696638,4.90845819424965,1,4,0,8,6,2.9880053264902,2.2380673256471
"4523","noroBE",3,3,"naive",298,3.50576212018087,6.65293025930156,2,5,0,10,8,3.49772487743034,2.35025832878975
"4524","noroBE",3,4,"naive",298,3.93263734022865,7.89288963816235,2,5,0,11,8,3.24522869637047,3.47743423104483
"4525","noroBE",4,1,"naive",298,2.42072507520494,3.92125961071257,1,3,0,7,4,2.24335954492307,2.54889710545371
"4526","noroBE",4,2,"naive",298,2.46712931403088,4.02574443300629,1,4,0,7,3,1.82225480312399,2.2380673256471
"4527","noroBE",4,3,"naive",298,3.04412069545099,5.41701718003235,1,4,0,9,6,2.867676014128,2.35025832878975
"4528","noroBE",4,4,"naive",298,3.41478466156618,6.40072895828486,2,5,0,10,4,2.02094927351357,3.47743423104483
"4529","noroBE",5,1,"naive",298,2.59530663273888,4.32008148308644,1,4,0,8,3,1.80782389519205,2.54889710545371
"4530","noroBE",5,2,"naive",298,2.64505752351361,4.43659253651536,1,4,0,8,5,2.61306678949517,2.2380673256471
"4531","noroBE",5,3,"naive",298,3.26366125285533,5.9911640741746,1,5,0,9,3,1.7961781100937,2.35025832878975
"4532","noroBE",5,4,"naive",298,3.66105733043122,7.0932220061858,2,5,0,10,6,2.60291918350115,3.47743423104483
"4533","noroBE",6,1,"naive",298,2.56693146617012,4.25419765999485,1,4,0,8,6,3.1860415544237,2.54889710545371
"4534","noroBE",6,2,"naive",298,2.61613841743694,4.36871294151589,1,4,0,8,4,2.17333320449996,2.2380673256471
"4535","noroBE",6,3,"naive",298,3.2279787903264,5.89616664281406,1,5,0,9,4,2.0416229131291,2.35025832878975
"4536","noroBE",6,4,"naive",298,3.62103003259353,6.97855546721659,2,5,0,10,11,4.84841082698384,3.47743423104483
"4537","noroBE",7,1,"naive",298,4.80245892787646,10.7083084377818,2,7,0,13,11,3.91565217184373,2.54889710545371
"4538","noroBE",7,2,"naive",298,4.89451996088,11.0289647995107,2,7,0,13,8,2.87289021062897,2.2380673256471
"4539","noroBE",7,3,"naive",298,6.0392089796337,15.3785272085073,3,8,0,15,7,2.45858950052559,2.35025832878975
"4540","noroBE",7,4,"naive",298,6.77456653491547,18.5267370075629,4,9,1,17,11,3.17399671032185,3.47743423104483
"4541","noroBE",8,1,"naive",298,3.14370249924014,5.67438660994103,1,4,0,9,4,2.05348907479679,2.54889710545371
"4542","noroBE",8,2,"naive",298,3.20396589844506,5.83260417564063,1,5,0,9,1,1.77419833307741,2.2380673256471
"4543","noroBE",8,3,"naive",298,3.95328240133495,7.9552239013595,2,5,0,11,3,1.85530825274363,2.35025832878975
"4544","noroBE",8,4,"naive",298,4.43464942999513,9.47050939078405,2,6,0,12,8,3.0232231552962,3.47743423104483
"4545","noroBE",9,1,"naive",298,2.35521820104659,3.77564008723906,1,3,0,7,3,1.83917354279287,2.54889710545371
"4546","noroBE",9,2,"naive",298,2.40036670180284,3.87576828354263,1,3,0,7,2,1.54323876303278,2.2380673256471
"4547","noroBE",9,3,"naive",298,2.96174420695081,5.207953154903,1,4,0,8,2,1.6265582236156,2.35025832878975
"4548","noroBE",9,4,"naive",298,3.32237769168996,6.14890419251184,1,5,0,9,2,1.6990097812225,3.47743423104483
"4549","noroBE",10,1,"naive",298,5.26241250370771,12.3536957665463,3,7,0,14,1,2.52535260150365,2.54889710545371
"4550","noroBE",10,2,"naive",298,5.36329064518852,12.7290533416521,3,7,0,14,5,2.16978051979361,2.2380673256471
"4551","noroBE",10,3,"naive",298,6.61761179516865,17.83153638496,4,9,1,17,9,2.7729571669322,2.35025832878975
"4552","noroBE",10,4,"naive",298,7.42339792509227,21.5344872163002,4,10,1,19,21,5.60812069073934,3.47743423104483
"4553","noroBE",11,1,"naive",298,3.84747972725305,7.63807780438172,2,5,0,10,3,1.84309227103759,2.54889710545371
"4554","noroBE",11,2,"naive",298,3.92123422749357,7.85855345152138,2,5,0,11,8,3.25112603081866,2.2380673256471
"4555","noroBE",11,3,"naive",298,4.83829939344418,10.8326278402977,2,7,0,13,4,2.03192581036016,2.35025832878975
"4556","noroBE",11,4,"naive",298,5.42742953046755,12.9704180067215,3,7,0,14,16,5.36238073124595,3.47743423104483
"4557","noroBE",12,1,"naive",298,2.91605913239137,5.09350672206729,1,4,0,8,8,3.98399058729616,2.54889710545371
"4558","noroBE",12,2,"naive",298,2.97195870801691,5.23368788101279,1,4,0,8,4,2.08321680086917,2.2380673256471
"4559","noroBE",12,3,"naive",298,3.6670153273477,7.11036008792277,2,5,0,10,8,3.39422779097928,2.35025832878975
"4560","noroBE",12,4,"naive",298,4.11352536457161,8.44647276294461,2,6,0,11,14,5.78587434360421,3.47743423104483
"4561","noroBE",1,1,"naive",299,2.76147176769384,4.71386001547691,1,4,0,8,2,1.59177771294802,2.2374256845861
"4562","noroBE",1,2,"naive",299,3.40688434771316,6.37854868069182,2,5,0,9,5,2.3272902052308,2.34957565869789
"4563","noroBE",1,3,"naive",299,3.8219337102673,7.56175862070821,2,5,0,10,6,2.55326144613704,3.47745684801191
"4564","noroBE",1,4,"naive",299,4.62614873675795,10.105437053886,2,6,0,12,7,2.65303022458674,3.05611085107892
"4565","noroBE",2,1,"naive",299,1.87625330799942,2.77755027931166,1,3,0,6,3,1.9716184438748,2.2374256845861
"4566","noroBE",2,2,"naive",299,2.31477218132362,3.68660591680708,1,3,0,7,2,1.53512202598457,2.34957565869789
"4567","noroBE",2,3,"naive",299,2.59677315942001,4.32321915132038,1,4,0,8,3,1.80765060449101,3.47745684801191
"4568","noroBE",2,4,"naive",299,3.14318870545185,5.67263743102251,1,4,0,9,6,2.81572026854441,3.05611085107892
"4569","noroBE",3,1,"naive",299,2.84520028957902,4.91777721265898,1,4,0,8,6,2.98548117203035,2.2374256845861
"4570","noroBE",3,2,"naive",299,3.51018194213543,6.6647814059792,2,5,0,10,8,3.49476935535594,2.34957565869789
"4571","noroBE",3,3,"naive",299,3.93781570625492,7.90786357687734,2,5,0,11,8,3.24257063379457,3.47745684801191
"4572","noroBE",3,4,"naive",299,4.76641473559278,10.5830070726324,2,7,0,13,11,3.93674537991692,3.05611085107892
"4573","noroBE",4,1,"naive",299,2.46793056723881,4.02730656060441,1,4,0,7,3,1.82211355187337,2.2374256845861
