"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"1","noroBE",1,4,"geom",204,7.39736263482516,21.6021156847072,4,10,1,19,8,2.54125467733883,0.584291701113456,0.663059211069909,2.6712291067943
"2","noroBE",2,4,"geom",204,6.60943272226892,17.7387310038567,4,9,1,17,1,3.05438856036487,0.0170299963801629,0.0641815386600935,2.6712291067943
"3","noroBE",3,4,"geom",204,8.17264211564034,26.2604689695262,4,11,1,21,2,2.9405719215361,0.0399786942225685,0.0928141965565218,2.6712291067943
"4","noroBE",4,4,"geom",204,7.24874353827846,24.048423232933,4,10,1,19,3,2.39012038622606,0.133982997180395,0.225601650770024,2.6712291067943
"5","noroBE",5,4,"geom",204,8.40708065589691,26.8564777945044,5,11,1,21,3,2.68388863789003,0.0844324834827175,0.152729538075628,2.6712291067943
"6","noroBE",6,4,"geom",204,7.06878493422095,21.1448948156549,4,9,1,18,4,2.27502273001042,0.224155166266636,0.326949738153678,2.6712291067943
"7","noroBE",7,4,"geom",204,12.380721354565,53.3611897629028,7,16,2,30,8,2.72694864929274,0.272689338388372,0.33810793891117,2.6712291067943
"8","noroBE",8,4,"geom",204,7.49820130454051,23.6677184936376,4,10,1,19,11,3.09037570216654,0.779577607256236,0.825062469688952,2.6712291067943
"9","noroBE",9,4,"geom",204,6.66498632014873,20.0794456827587,3,9,1,18,5,2.23961923735282,0.363480776689177,0.469979824208539,2.6712291067943
"10","noroBE",10,4,"geom",204,12.5956219098853,58.5483704678147,7,16,2,32,14,3.07401862100863,0.628958919169747,0.675193899332343,2.6712291067943
"11","noroBE",11,4,"geom",204,9.61000089822212,33.700253708252,5,13,2,24,3,2.9481930921686,0.0594897391117966,0.111924103578655,2.6712291067943
"12","noroBE",12,4,"geom",204,9.55221006913556,36.7834875768577,5,13,1,25,4,2.66073185730844,0.124719721691382,0.194616770046834,2.6712291067943
"13","noroBE",1,3,"geom",205,6.94720799712331,18.5577191268355,4,9,1,17,8,2.5413150000677,0.621495716373452,0.700258475002065,2.65599589960899
"14","noroBE",2,3,"geom",205,6.1802394401916,15.3886759377378,3,8,1,16,1,2.92615275541683,0.0197108939486553,0.0733137592394235,2.65599589960899
"15","noroBE",3,3,"geom",205,7.79419764503229,23.7354990187656,4,10,1,20,2,2.86564139338764,0.0430642566494893,0.100010850896519,2.65599589960899
"16","noroBE",4,3,"geom",205,7.42735433040416,23.1763733616395,4,10,1,19,3,2.45025950205881,0.120114906037148,0.206386102078471,2.65599589960899
"17","noroBE",5,3,"geom",205,7.80543027965657,22.9120500763094,4,10,1,19,3,2.56609223433492,0.0972445046438243,0.174079718179337,2.65599589960899
"18","noroBE",6,3,"geom",205,7.42232754348385,22.0970556146961,4,10,1,19,4,2.32895145986211,0.198905055701829,0.296302874791374,2.65599589960899
"19","noroBE",7,3,"geom",205,12.4893201537047,52.2087224963147,7,16,2,30,8,2.73198473599402,0.262926437256276,0.328016412222916,2.65599589960899
"20","noroBE",8,3,"geom",205,7.28963873789696,20.7243172503664,4,10,1,18,11,3.09519546750908,0.794162773160501,0.839428936691714,2.65599589960899
"21","noroBE",9,3,"geom",205,5.9368112312653,15.6582936463292,3,8,1,16,5,2.17928312793114,0.420299857930013,0.533422453939678,2.65599589960899
"22","noroBE",10,3,"geom",205,13.3351743843643,60.1311011741332,8,17,3,32,14,3.0223783004775,0.586069302680223,0.634754594989439,2.65599589960899
"23","noroBE",11,3,"geom",205,9.48076450042466,31.5903315040633,5,12,2,23,3,2.94458069156544,0.0589199090329752,0.111544029961487,2.65599589960899
"24","noroBE",12,3,"geom",205,9.47928479713923,33.2670852994054,5,12,1,24,4,2.6789575399228,0.116729513653553,0.185364179426331,2.65599589960899
"25","noroBE",1,4,"geom",205,6.49412152100854,17.2980353981895,3,9,1,17,9,2.80504443354446,0.738023805242759,0.798527887944762,2.43324558802664
"26","noroBE",2,4,"geom",205,5.80150519264797,14.6254488481158,3,8,1,15,3,2.13138615096002,0.187363709648851,0.306036391187417,2.43324558802664
"27","noroBE",3,4,"geom",205,7.07041428841883,21.1698909117114,4,9,1,18,4,2.27114419745966,0.222519198441861,0.325713236592697,2.43324558802664
"28","noroBE",4,4,"geom",205,6.68304818112858,21.4366387548523,3,9,1,18,2,2.4766728931592,0.075093114828838,0.15911542709792,2.43324558802664
"29","noroBE",5,4,"geom",205,7.08462009420481,20.5204795996081,4,9,1,18,5,2.25554135566472,0.320111617219108,0.424928402433074,2.43324558802664
