"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"3286","noroBE",10,4,"ar1",273,7.37515148349093,26.6290474202529,4,10,1,20,3,2.38672199664712,0.137813368829121,0.22974390795045,2.49337512299392
"3287","noroBE",11,4,"ar1",273,4.84712870200213,10.6629705682075,2,7,0,13,14,5.07741194453603,0.981032272508269,0.98726829984228,2.49337512299392
"3288","noroBE",12,4,"ar1",273,3.91475845657347,8.44240598587429,2,5,0,11,1,2.01537063482701,0.0650622592138467,0.19833325855115,2.49337512299392
"3289","noroBE",1,1,"ar1",274,3.90955894501682,6.52801803465821,2,5,0,10,5,2.13702479017616,0.646883274007901,0.764888686124169,2.42889360317048
"3290","noroBE",2,1,"ar1",274,3.19887518752642,4.95188704069476,2,4,0,8,1,1.82487881557108,0.0780263585284904,0.239263540910245,2.42889360317048
"3291","noroBE",3,1,"ar1",274,5.04333438463463,9.40071793676158,3,7,0,12,2,2.17930051562848,0.0977724164144802,0.210893045499784,2.42889360317048
"3292","noroBE",4,1,"ar1",274,4.64654768564593,8.34526430801706,3,6,0,11,6,2.28594016429747,0.667460283585822,0.769138706317913,2.42889360317048
"3293","noroBE",5,1,"ar1",274,4.45606995417894,7.85775626378795,2,6,0,11,1,2.38406380281559,0.0364761337362798,0.128651367127947,2.42889360317048
"3294","noroBE",6,1,"ar1",274,4.49107881292348,7.94642539506203,2,6,0,11,2,2.00301112727455,0.126527903001462,0.261456287395056,2.42889360317048
"3295","noroBE",7,1,"ar1",274,6.99895507453097,15.3907850033934,4,9,1,16,2,2.81933183948323,0.0420523022084874,0.101698084563067,2.42889360317048
"3296","noroBE",8,1,"ar1",274,7.2610145223248,16.293034152195,4,10,1,17,4,2.33116731001778,0.171989414737427,0.269171653789118,2.42889360317048
"3297","noroBE",9,1,"ar1",274,4.97810704169685,9.22350809811134,3,7,0,12,10,3.52167909670785,0.917953161787583,0.947502938343803,2.42889360317048
"3298","noroBE",10,1,"ar1",274,9.57304040581329,25.2726931336399,6,12,2,21,5,2.62389030242339,0.145212892675106,0.21773308055089,2.42889360317048
"3299","noroBE",11,1,"ar1",274,5.92605026012189,11.9422316662819,3,8,1,14,2,2.46806145385323,0.0659432674630162,0.150692257153131,2.42889360317048
"3300","noroBE",12,1,"ar1",274,8.39909196649751,20.4843223902024,5,11,2,19,4,2.56837401979698,0.121386497162405,0.198046589095643,2.42889360317048
"3301","noroBE",1,2,"ar1",274,3.65503643276075,6.27811447504398,2,5,0,10,2,1.75326044196669,0.198010768209165,0.371219054449021,2.23945305680352
"3302","noroBE",2,2,"ar1",274,2.5964477072713,3.89575782853318,1,4,0,7,4,2.13656081758739,0.72371572187846,0.841775897974786,2.23945305680352
"3303","noroBE",3,2,"ar1",274,4.08402616172711,7.62641540303038,2,6,0,11,7,2.80419698898077,0.826393566081084,0.886948944371067,2.23945305680352
"3304","noroBE",4,2,"ar1",274,3.52090239609831,6.32437033671912,2,5,0,10,6,2.6506556989413,0.809891847005816,0.880496749325251,2.23945305680352
"3305","noroBE",5,2,"ar1",274,3.77837198198699,6.72453249308112,2,5,0,10,1,2.04193146438952,0.0593408148094434,0.189118622246724,2.23945305680352
"3306","noroBE",6,2,"ar1",274,4.00782103559647,7.78358247121132,2,6,0,11,2,1.83953384705718,0.177639948634548,0.336531425210101,2.23945305680352
"3307","noroBE",7,2,"ar1",274,7.13718060651383,18.9115607773623,4,9,1,18,2,2.73682010231836,0.0494105165951964,0.114186517390643,2.23945305680352
"3308","noroBE",8,2,"ar1",274,5.76541575999939,14.5541566853073,3,8,0,15,5,2.16277991025978,0.433466626536051,0.548471599284859,2.23945305680352
"3309","noroBE",9,2,"ar1",274,3.9279823236941,7.89861344873519,2,5,0,11,2,1.81804438225733,0.190595441879809,0.352938363277995,2.23945305680352
"3310","noroBE",10,2,"ar1",274,8.73136116760309,30.0393117384126,5,12,1,22,6,2.4335885434617,0.312092102518311,0.399813577276782,2.23945305680352
"3311","noroBE",11,2,"ar1",274,5.63885811736455,12.6739605611678,3,8,1,14,7,2.44880155887789,0.658270813950695,0.744667880227526,2.23945305680352
"3312","noroBE",12,2,"ar1",274,5.73525003884002,14.2639771197658,3,8,0,15,4,2.09213561359201,0.312059879267989,0.435483149015306,2.23945305680352
"3313","noroBE",1,3,"ar1",274,3.19301717099078,5.33529997121056,1,4,0,9,5,2.36039952774194,0.755490677772745,0.849873185005269,2.53031342312868
"3314","noroBE",2,3,"ar1",274,2.20214293707254,3.17927791036013,1,3,0,7,2,1.48615349090883,0.408210505189252,0.634451728102358,2.53031342312868
"3315","noroBE",3,3,"ar1",274,3.39979013463128,5.93452761522868,2,5,0,9,6,2.69751764110157,0.82526586023978,0.892638408417281,2.53031342312868
"3316","noroBE",4,3,"ar1",274,2.90184932685317,4.94906601447592,1,4,0,8,0,2.24122613363966,0,0.106328052018163,2.53031342312868
"3317","noroBE",5,3,"ar1",274,3.26333235382148,5.60739377350708,2,5,0,9,0,2.49550730463907,0,0.0824546111730129,2.53031342312868
"3318","noroBE",6,3,"ar1",274,3.46770826337879,6.60288577667406,2,5,0,10,1,1.86837323176405,0.078876605280864,0.233251194618569,2.53031342312868
