"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"1","noroBE",1,4,"lin",204,5.52404659437323,12.5011573728473,3,7,0,14,8,2.71515479785077,0.754038883265001,0.820233588680812,2.58551494397348
"2","noroBE",2,4,"lin",204,4.99840649206527,10.3485141834706,3,7,0,13,1,2.53168844247661,0.0314322169521935,0.110956851048198,2.58551494397348
"3","noroBE",3,4,"lin",204,7.49825209934094,21.48690445875,4,10,1,19,2,2.80831910564796,0.0457514101951062,0.106057685918599,2.58551494397348
"4","noroBE",4,4,"lin",204,5.43485613812206,13.6275096899045,3,7,0,14,3,2.06404182517269,0.217525354929489,0.344465217825619,2.58551494397348
"5","noroBE",5,4,"lin",204,7.24270765265275,19.3005312837325,4,10,1,18,3,2.45951001869564,0.110300501791288,0.195777324544681,2.58551494397348
"6","noroBE",6,4,"lin",204,6.83122930750642,18.7013853320152,4,9,1,17,4,2.23486212244161,0.227712795009162,0.334719677692926,2.58551494397348
"7","noroBE",7,4,"lin",204,15.0165262922904,79.5234424952151,9,19,3,37,8,2.95524217585998,0.189884886139358,0.241950936047973,2.58551494397348
"8","noroBE",8,4,"lin",204,9.71761774571333,33.5605805523309,6,13,2,24,11,2.82038914501322,0.62700897249595,0.68659172436212,2.58551494397348
"9","noroBE",9,4,"lin",204,7.23301243848193,21.2527112933304,4,10,1,19,5,2.27537492754019,0.310131676472464,0.412890050739943,2.58551494397348
"10","noroBE",10,4,"lin",204,16.5175458718755,99.1124452427197,9,21,3,41,14,3.06753069994109,0.452085463487023,0.498621387746608,2.58551494397348
"11","noroBE",11,4,"lin",204,10.7937562728449,39.1378300392466,6,14,2,26,3,3.23689086549842,0.0408339990701597,0.0801198494760991,2.58551494397348
"12","noroBE",12,4,"lin",204,9.91888717866186,36.2967212507482,6,13,2,25,4,2.7551299500955,0.105208560466094,0.168809314673746,2.58551494397348
"13","noroBE",1,3,"lin",205,5.37154812895739,11.7865544577613,3,7,0,14,8,2.74276732861779,0.770417287356021,0.834809193895796,2.60786243672523
"14","noroBE",2,3,"lin",205,4.89264014563157,9.78024022386363,3,7,0,12,1,2.50851175516331,0.032059939055909,0.113449215378303,2.60786243672523
"15","noroBE",3,3,"lin",205,7.26209065477023,19.356804389004,4,10,1,18,2,2.77528524121233,0.0469521276666143,0.109283822252184,2.60786243672523
"16","noroBE",4,3,"lin",205,5.61443055580108,13.913802396196,3,8,0,15,3,2.0966883778101,0.201240327515656,0.324102957415702,2.60786243672523
"17","noroBE",5,3,"lin",205,6.97398206122817,17.6206280437362,4,9,1,17,3,2.40823843462512,0.116670126110635,0.206643775631283,2.60786243672523
"18","noroBE",6,3,"lin",205,7.1541185403429,19.4667842917169,4,9,1,18,4,2.28845572377064,0.204269276167127,0.305692242222639,2.60786243672523
"19","noroBE",7,3,"lin",205,15.3662075038596,75.731625961023,9,20,3,37,8,3.00814686228349,0.168560612494986,0.21794372021353,2.60786243672523
"20","noroBE",8,3,"lin",205,9.40569485613464,30.4720194284459,5,12,2,23,11,2.81946297952067,0.646646385752296,0.706284346669607,2.60786243672523
"21","noroBE",9,3,"lin",205,6.84949655217649,18.3440631522397,4,9,1,17,5,2.22404101228783,0.330128699842464,0.438299803512241,2.60786243672523
"22","noroBE",10,3,"lin",205,18.0553143706975,109.844887760339,11,23,4,44,14,3.07886185350403,0.386419395858693,0.432430990653239,2.60786243672523
"23","noroBE",11,3,"lin",205,10.9434381471944,38.617255020152,6,14,2,26,3,3.30432295552289,0.0371486005311955,0.0738726677794303,2.60786243672523
"24","noroBE",12,3,"lin",205,10.2301155677472,35.9645589823036,6,13,2,25,4,2.83882097192914,0.0917643327525703,0.150258924842236,2.60786243672523
"25","noroBE",1,4,"lin",205,4.7937208230877,10.1100680017909,2,7,0,12,9,3.24405061758646,0.877729433837081,0.916735011831316,2.4481211205782
"26","noroBE",2,4,"lin",205,4.48124503399828,8.86161340212656,2,6,0,12,3,1.88810110151208,0.278944607066339,0.430303558473091,2.4481211205782
"27","noroBE",3,4,"lin",205,6.66743130449473,17.4097134163134,4,9,1,17,4,2.21602786680779,0.235488290536882,0.344529667152245,2.4481211205782
"28","noroBE",4,4,"lin",205,4.65354011668579,10.9719185431455,2,6,0,13,2,1.99087679279974,0.148431118331102,0.285006742739856,2.4481211205782
"29","noroBE",5,4,"lin",205,6.31832959843584,15.787847610403,3,8,1,16,5,2.17502137726852,0.372442093368639,0.486047818433354,2.4481211205782
"30","noroBE",6,4,"lin",205,6.3591462531756,16.8389674142151,3,8,1,16,4,2.16837409497961,0.261738998741144,0.376102408612456,2.4481211205782
"31","noroBE",7,4,"lin",205,13.6269980927899,65.4320496358959,8,18,3,34,7,2.89127392579032,0.175619851526674,0.231125309245393,2.4481211205782
"32","noroBE",8,4,"lin",205,9.35347213255923,32.2899974608899,5,12,1,23,5,2.53347890181181,0.189394063006243,0.268776438870544,2.4481211205782
"33","noroBE",9,4,"lin",205,6.87055618231122,19.5925630248931,4,9,1,18,3,2.34732227330912,0.134905728492333,0.230530605473366,2.4481211205782
"34","noroBE",10,4,"lin",205,16.9887001122362,110.894833515647,10,22,3,44,16,3.19384949758424,0.530677548669298,0.571691233254982,2.4481211205782
"35","noroBE",11,4,"lin",205,10.0040789447129,36.2006251729795,6,13,2,25,7,2.53212380483762,0.312092739079239,0.391582758678255,2.4481211205782
"36","noroBE",12,4,"lin",205,9.22354392041332,33.5279985608955,5,12,1,24,7,2.49620621189935,0.369345798801138,0.451742801981426,2.4481211205782
"37","noroBE",1,2,"lin",206,5.75504150957127,12.2698828267056,3,8,1,14,8,2.63110675062271,0.733801561222994,0.805800294706856,2.63660432185653
"38","noroBE",2,2,"lin",206,5.2645451305477,10.3938187405678,3,7,1,13,1,2.70037856726036,0.0247523274110744,0.0919324031590948,2.63660432185653
"39","noroBE",3,2,"lin",206,7.42802672625117,18.7536680714444,4,10,1,18,2,2.8774031784919,0.0402206799984524,0.0965014042278874,2.63660432185653
"40","noroBE",4,2,"lin",206,5.78471287471898,13.0604324940024,3,8,1,14,3,2.13859239364308,0.174389636855427,0.292210208194919,2.63660432185653
"41","noroBE",5,2,"lin",206,6.52852685571008,14.9724793382921,4,9,1,16,3,2.31979836806189,0.12896862674752,0.227262029443224,2.63660432185653
"42","noroBE",6,2,"lin",206,6.80937994254429,16.3055519045986,4,9,1,16,4,2.23555801503947,0.211498400870819,0.318430844160919,2.63660432185653
"43","noroBE",7,2,"lin",206,17.4647856944774,83.1509125922013,11,22,4,39,8,3.28708560923712,0.106825292029087,0.14418787206469,2.63660432185653
"44","noroBE",8,2,"lin",206,10.4937826532904,32.6762291200622,6,14,2,24,11,2.71888595357299,0.564883097433916,0.630831280288863,2.63660432185653
"45","noroBE",9,2,"lin",206,7.28479525894894,18.4311463950163,4,10,1,18,5,2.25666954087904,0.284004987164768,0.388703586311865,2.63660432185653
"46","noroBE",10,2,"lin",206,19.5422793596494,106.614365514727,12,25,5,45,14,3.10135241466463,0.311577266392606,0.356565584763719,2.63660432185653
"47","noroBE",11,2,"lin",206,10.6485216995681,33.9487014978684,6,14,2,25,3,3.31495426460495,0.0354845636985367,0.0718202740659433,2.63660432185653
"48","noroBE",12,2,"lin",206,9.42704312023437,28.2316286866976,6,12,2,22,4,2.72931272416575,0.102088484948004,0.16735261366448,2.63660432185653
"49","noroBE",1,3,"lin",206,5.14238463759704,10.7583190797161,3,7,0,13,9,3.09876037791199,0.853748700715165,0.898853781722084,2.45585771726881
"50","noroBE",2,3,"lin",206,4.65937024712328,9.08410063464453,2,6,0,12,3,1.91600544007325,0.25686119790768,0.404054961560588,2.45585771726881
"51","noroBE",3,3,"lin",206,6.67865644209165,17.0253368673937,4,9,1,17,4,2.2139301602794,0.230632339199904,0.339902692702046,2.45585771726881
"52","noroBE",4,3,"lin",206,4.67940074893606,10.4444634255491,2,6,0,13,2,2.00879190409017,0.140326825590157,0.274477469246129,2.45585771726881
"53","noroBE",5,3,"lin",206,6.22369559939575,14.7629096413796,3,8,1,15,5,2.15685879394813,0.375407434053944,0.491095384622962,2.45585771726881
"54","noroBE",6,3,"lin",206,6.19333053714931,15.4130869592509,3,8,1,16,4,2.14121926082603,0.267490443344759,0.385001921842583,2.45585771726881
"55","noroBE",7,3,"lin",206,15.1412167912931,76.1640450188786,9,20,3,37,7,3.0684983627474,0.131240566354531,0.177731481311479,2.45585771726881
"56","noroBE",8,3,"lin",206,10.2167809951847,35.5552945283857,6,13,2,25,5,2.6705184416259,0.149948189110219,0.219164520488537,2.45585771726881
"57","noroBE",9,3,"lin",206,7.38481054025802,20.7366056108791,4,10,1,18,3,2.47723822950739,0.108143616439673,0.192118441266023,2.45585771726881
"58","noroBE",10,3,"lin",206,18.4194800937699,117.853404737601,11,24,4,45,16,3.16077652622578,0.466510212578517,0.508903021746333,2.45585771726881
"59","noroBE",11,3,"lin",206,10.0801122374929,33.5761421991586,6,13,2,24,7,2.53339924849898,0.297853274177412,0.377241973362764,2.45585771726881
"60","noroBE",12,3,"lin",206,8.51255703389774,26.7369428257486,5,11,1,21,7,2.43174117236517,0.404932982864491,0.49281666151924,2.45585771726881
"61","noroBE",1,4,"lin",206,8.30879097409873,21.1783689139741,5,11,1,19,7,2.36668029982824,0.395564104158178,0.489355674087711,2.57716446188919
