"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"1","noroBE",1,4,"unres",204,5.59569281062488,12.8240175437395,3,8,1,14,8,2.70230040390106,0.748773070635268,0.815824161236083,2.57174156000156
"2","noroBE",2,4,"unres",204,5.00170840820374,10.4459241305923,3,7,0,13,1,2.52868932203886,0.0315622927996505,0.111325788859934,2.57174156000156
"3","noroBE",3,4,"unres",204,7.43082746907148,20.9014268292153,4,10,1,19,2,2.79361705967905,0.0467083079180631,0.107907758943355,2.57174156000156
"4","noroBE",4,4,"unres",204,5.34274009467253,13.3587978250316,3,7,0,14,3,2.04626430014592,0.225156160938299,0.354372878883235,2.57174156000156
"5","noroBE",5,4,"unres",204,7.28774117358733,19.8429244436625,4,10,1,18,3,2.46217768807663,0.11063221825868,0.195881320985148,2.57174156000156
"6","noroBE",6,4,"unres",204,6.81292866581825,18.3669205636038,4,9,1,17,4,2.23580073796681,0.228282986046829,0.335189477530942,2.57174156000156
"7","noroBE",7,4,"unres",204,14.8234648613464,78.4454168636964,9,19,3,37,8,2.9383148727349,0.194681049347133,0.247635938668736,2.57174156000156
"8","noroBE",8,4,"unres",204,9.68942378573333,34.2863208724194,5,13,2,24,11,2.82852729535922,0.630902136780911,0.690001962980528,2.57174156000156
"9","noroBE",9,4,"unres",204,7.26947176451168,21.6038890693869,4,10,1,19,5,2.27782927038184,0.308454627946031,0.410961107178043,2.57174156000156
"10","noroBE",10,4,"unres",204,16.5857063518718,103.350222943196,9,21,3,42,14,3.07375939252907,0.454191413953221,0.500438381093043,2.57174156000156
"11","noroBE",11,4,"unres",204,10.5115477728215,37.5475251445425,6,14,2,25,3,3.1833831111382,0.0432677730813193,0.0847129770243958,2.57174156000156
"12","noroBE",12,4,"unres",204,10.0210692230498,38.0340695408421,6,13,2,25,4,2.75759470090471,0.106243582937673,0.169687770163485,2.57174156000156
"13","noroBE",1,3,"unres",205,5.36513105257153,11.8508070413735,3,7,0,14,8,2.74665484118311,0.771451512894296,0.835593581027909,2.61216710441681
"14","noroBE",2,3,"unres",205,4.9212346729134,9.831491452378,3,7,0,12,1,2.52362871537934,0.0313451169305788,0.111513287756484,2.61216710441681
"15","noroBE",3,3,"unres",205,7.40184660643029,20.0312816792832,4,10,1,18,2,2.81613147971734,0.0445946979936733,0.104431674091498,2.61216710441681
"16","noroBE",4,3,"unres",205,5.43630423884458,12.8618488311647,3,7,0,14,3,2.06129228349394,0.208418329661285,0.335707699272596,2.61216710441681
"17","noroBE",5,3,"unres",205,6.98443626092676,17.8739103932027,4,9,1,17,3,2.40563165652332,0.117305541777587,0.207514038601961,2.61216710441681
"18","noroBE",6,3,"unres",205,7.22342795834927,19.6800020365797,4,10,1,18,4,2.30075223405448,0.19980166688748,0.299985120852699,2.61216710441681
"19","noroBE",7,3,"unres",205,15.2941661288051,74.0477448706778,9,20,3,36,8,3.00324560262899,0.168510795587402,0.218136536858724,2.61216710441681
"20","noroBE",8,3,"unres",205,9.51137108442159,31.9308952127608,5,12,2,23,11,2.82443975227292,0.64155414538753,0.70089603906672,2.61216710441681
"21","noroBE",9,3,"unres",205,6.87872783412942,18.5202852822768,4,9,1,17,5,2.23009947149249,0.328520745609588,0.436038480263909,2.61216710441681
"22","noroBE",10,3,"unres",205,17.8250741397171,106.391635444556,10,23,4,43,14,3.06990327831001,0.393542107878444,0.439967752885568,2.61216710441681
"23","noroBE",11,3,"unres",205,10.9808306292328,39.2270985254421,6,14,2,26,3,3.30832879692744,0.0368550991686037,0.0734323498859088,2.61216710441681
"24","noroBE",12,3,"unres",205,10.3460017836742,36.7654168211559,6,14,2,25,4,2.855553933341,0.0895597837016424,0.14708373156289,2.61216710441681
"25","noroBE",1,4,"unres",205,4.75625832156806,10.0562705195565,2,6,0,12,9,3.26285397380719,0.880581372187931,0.918860366914363,2.44137702082718
"26","noroBE",2,4,"unres",205,4.41907983605526,8.72249244099388,2,6,0,11,3,1.87640026880772,0.285397191106986,0.438537570050768,2.44137702082718
"27","noroBE",3,4,"unres",205,6.56257021827937,17.3858788034543,4,9,1,17,4,2.19787028135622,0.245309035519025,0.356348424897023,2.44137702082718
"28","noroBE",4,4,"unres",205,4.47994212328542,9.9893632258011,2,6,0,12,2,1.95249012397176,0.155315540775608,0.297235773020655,2.44137702082718
"29","noroBE",5,4,"unres",205,6.2466508035336,15.1551791677715,3,8,1,16,5,2.17067600830371,0.376436422181881,0.490536880158566,2.44137702082718
"30","noroBE",6,4,"unres",205,6.31014589775904,16.7569291579785,3,8,1,16,4,2.16111993413013,0.266293432312607,0.381489469107975,2.44137702082718
"31","noroBE",7,4,"unres",205,13.3914790374159,64.9471753178227,8,17,2,33,7,2.85941873276098,0.184110969479308,0.241413027875555,2.44137702082718
"32","noroBE",8,4,"unres",205,9.276817620063,32.1416726096408,5,12,1,23,5,2.52180199540507,0.194080014901205,0.274394764364362,2.44137702082718
"33","noroBE",9,4,"unres",205,6.81351402134988,19.1247831709869,4,9,1,17,3,2.33708856599578,0.138252569495955,0.234861067942538,2.44137702082718
"34","noroBE",10,4,"unres",205,16.4691890809595,107.727799821401,9,21,3,43,16,3.21200955022294,0.553368422391302,0.593644018453475,2.44137702082718
"35","noroBE",11,4,"unres",205,9.91340700045224,35.3413868893714,6,13,2,24,7,2.52674372112716,0.31722060167436,0.397139436730143,2.44137702082718
"36","noroBE",12,4,"unres",205,9.23222001237896,34.1880192471388,5,12,1,24,7,2.49653050394664,0.370954251926521,0.453324538746143,2.44137702082718
"37","noroBE",1,2,"unres",206,5.7812812469557,12.4662278462123,3,8,1,14,8,2.63130370751674,0.731037618038311,0.803022172271649,2.63310460704714
"38","noroBE",2,2,"unres",206,5.25627409202303,10.4731428316819,3,7,0,13,1,2.69039866394014,0.0250858388320518,0.0929397219146048,2.63310460704714
"39","noroBE",3,2,"unres",206,7.46984763939376,18.9904217441866,4,10,1,18,2,2.88634008145305,0.0398613054775941,0.0956412951766882,2.63310460704714
"40","noroBE",4,2,"unres",206,5.68978383084077,13.0810267773147,3,8,1,14,3,2.11440034379992,0.183360100469308,0.304065750215934,2.63310460704714
"41","noroBE",5,2,"unres",206,6.6399566079906,15.3130654380813,4,9,1,16,3,2.34748217371317,0.123828617846429,0.219438205593406,2.63310460704714
"42","noroBE",6,2,"unres",206,6.91458076194068,17.0391707884837,4,9,1,17,4,2.25240218597208,0.207434805910352,0.312581145793127,2.63310460704714
"43","noroBE",7,2,"unres",206,17.4980439394263,84.8635452003791,11,22,4,40,8,3.28370514449308,0.107578812672983,0.145067909315125,2.63310460704714
"44","noroBE",8,2,"unres",206,10.5676181000175,33.9873050036753,6,14,2,24,11,2.72540279672157,0.562226927442227,0.627746733681249,2.63310460704714
